City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
458,North Bend,US,43.4065,-124.2243,53.51,78,90,13.8,overcast clouds
459,Camacha,PT,33.0833,-16.3333,63.82,68,40,6.91,scattered clouds
460,Durban,ZA,-29.8579,31.0292,67.12,88,99,11.99,overcast clouds
461,Hualmay,PE,-11.0964,-77.6139,64.53,83,99,9.42,overcast clouds
462,Whitianga,NZ,-36.8333,175.7,68.97,57,1,5.99,clear sky
463,Darhan,MN,49.4867,105.9228,27.12,57,16,4.63,few clouds
464,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,76,0,8.05,clear sky
465,Khonsa,IN,27.0167,95.5667,71.08,49,6,2.66,clear sky
466,Romitan,UZ,39.9343,64.3814,30.15,86,0,2.3,clear sky
467,Touros,BR,-5.1989,-35.4608,79.7,73,1,15.14,clear sky
468,Batticaloa,LK,7.7102,81.6924,76.84,89,99,11.95,overcast clouds
469,Sumbe,AO,-11.2061,13.8437,75.87,90,94,3.4,overcast clouds
470,Store Heddinge,DK,55.3097,12.3889,44.71,75,92,16.17,overcast clouds
471,Pacific Grove,US,36.6177,-121.9166,59.11,74,40,1.01,scattered clouds
472,Piraquara,BR,-25.4417,-49.0633,62.31,87,75,5.75,broken clouds
473,La Libertad,EC,-2.2333,-80.9,68.86,83,51,9.51,broken clouds
474,Sawtell,AU,-30.3833,153.1,80.92,82,75,8.05,broken clouds
475,Beringovskiy,RU,63.05,179.3167,19.81,96,100,2.75,overcast clouds
476,Miri,MY,4.4148,114.0089,84.34,79,40,6.91,light rain
477,Tongzhou,CN,39.9053,116.5994,46.51,34,0,15.66,clear sky
478,Marsala,IT,37.7966,12.4352,60.55,93,0,3.44,clear sky
479,Soyo,AO,-6.1349,12.3689,76.55,87,100,8.16,light rain
480,Basco,PH,20.4487,121.9702,78.6,79,99,28.14,overcast clouds
481,Terrace,CA,54.5163,-128.6035,35.51,93,90,17.27,moderate rain
482,Pontianak,ID,-0.0333,109.3333,84.18,79,75,3.44,broken clouds
483,Bang Saphan,TH,11.2126,99.5117,80.55,91,100,7.54,light rain
484,Caconda,AO,-13.7333,15.0667,61.7,87,100,3.85,overcast clouds
485,Abu Kamal,SY,34.4506,40.9171,59.59,18,26,5.91,scattered clouds
486,Lasa,IT,46.6166,10.7002,36.48,56,6,1.32,clear sky
487,Fare,PF,-16.7,-151.0167,78.76,76,12,11.3,light rain
488,Kismayo,SO,-0.3582,42.5454,77.85,81,98,7.63,overcast clouds
489,Nemuro,JP,43.3236,145.575,57.63,91,78,20.54,broken clouds
490,Llandrindod Wells,GB,52.2416,-3.3787,52.95,91,86,14.47,overcast clouds
491,Kinablangan,PH,7.6947,126.5503,81.64,84,98,1.57,overcast clouds
492,Shunyi,CN,40.125,116.6453,46.35,34,0,15.66,clear sky
493,Mao,ES,39.8885,4.2658,57.76,82,90,28.77,overcast clouds
494,Pilna,RU,55.5539,45.9219,42.01,85,100,13.76,overcast clouds
495,Saint-Joseph,RE,-21.3667,55.6167,73.76,76,16,7.65,few clouds
496,Vila Velha,BR,-20.3297,-40.2925,73.35,95,90,1.01,light intensity drizzle
497,Golubitskaya,RU,45.3222,37.2822,59.41,92,98,7.87,overcast clouds
498,Narsingdi,BD,23.9208,90.7181,73.47,59,89,2.08,overcast clouds
499,Port Macquarie,AU,-31.4333,152.9167,78.76,75,60,8.55,broken clouds
500,Spas-Klepiki,RU,55.1347,40.1767,40.17,83,88,8.84,overcast clouds
501,Nikolayevsk-Na-Amure,RU,53.1406,140.73,32.11,63,99,3.6,overcast clouds
502,Hervey Bay,AU,-25.2986,152.8535,83.03,78,97,15.43,light rain
503,Nouakchott,MR,18.0858,-15.9785,69.73,70,100,12.28,overcast clouds
504,Cap-Chat,CA,49.1001,-66.6821,46.4,76,100,6.91,overcast clouds
505,Betul,IN,21.9153,77.8961,67.53,42,17,3.65,few clouds
506,Moose Factory,CA,51.2585,-80.6094,44.6,81,90,13.8,overcast clouds
507,Idah,NG,7.1065,6.7342,74.19,94,97,2.37,overcast clouds
508,Eyl,SO,7.9803,49.8164,73.17,81,59,9.22,broken clouds
509,Trinidad,BO,-14.8333,-64.9,74.35,72,30,0.36,scattered clouds
510,Rumoi,JP,43.9344,141.6428,56.17,70,100,21.36,overcast clouds
511,Leamington,CA,42.0549,-82.6062,56.86,70,61,11.01,broken clouds
512,Kondinskoye,RU,59.6481,67.41,32.25,87,100,12.86,overcast clouds
513,Paka,MY,4.6374,103.4368,85.98,79,40,3.44,scattered clouds
514,Simbahan,PH,6.3032,120.5836,84.22,70,100,4.81,overcast clouds
515,Grindavik,IS,63.8424,-22.4338,43.27,100,90,9.22,overcast clouds
516,Serebryansk,KZ,49.6925,83.2892,13.55,84,88,4.47,overcast clouds
517,Sakakah,SA,29.9697,40.2064,53.17,16,0,4.47,clear sky
518,Russell,US,32.3502,-85.1999,54.63,81,1,0.0,clear sky
519,Rorvik,NO,64.8621,11.2373,34.11,79,100,22.5,light snow
520,Damaturu,NG,11.747,11.9608,75.27,21,69,4.52,broken clouds
521,Altay,CN,47.8667,88.1167,23.92,51,0,5.26,clear sky
522,Ust-Nera,RU,64.5667,143.2,-11.74,95,75,5.14,broken clouds
523,Serik,TR,36.9169,31.0989,59.25,38,1,5.35,clear sky
524,Barbosa Ferraz,BR,-24.03,-52.0117,70.09,96,6,4.0,clear sky
525,Jalu,LY,29.0331,21.5482,65.01,42,97,8.43,overcast clouds
526,Ponta Delgada,PT,37.7333,-25.6667,69.49,83,40,9.22,scattered clouds
527,Uruzgan,AF,32.8333,66.0,48.76,44,14,2.55,few clouds
528,Leh,IN,34.1667,77.5833,20.26,50,0,2.64,clear sky
529,Nisia Floresta,BR,-6.0911,-35.2086,79.61,79,7,8.86,clear sky
530,Am Timan,TD,11.0297,20.2827,75.49,35,12,1.41,few clouds
531,Pahrump,US,36.2083,-115.9839,69.24,23,7,1.01,clear sky
532,Volosovo,RU,59.4333,29.4833,26.65,89,6,4.34,clear sky
533,Three Hills,CA,51.7001,-113.2686,34.48,46,16,4.61,few clouds
534,Boa Esperanca,BR,-21.09,-45.5658,66.45,95,100,2.57,overcast clouds
535,Katsuura,JP,35.1333,140.3,69.19,85,100,19.93,light rain
536,Muskegon,US,43.3,-86.1334,49.12,96,75,0.0,mist
537,San Buenaventura,MX,27.0833,-101.5333,71.47,56,93,4.14,overcast clouds
538,Burgas,BG,42.5061,27.4678,53.71,94,75,4.61,broken clouds
539,Tukrah,LY,32.5341,20.5791,68.52,62,98,11.12,overcast clouds
540,Mercedes,AR,-34.6515,-59.4307,70.84,69,20,8.75,few clouds
541,Tadine,NC,-21.55,167.8833,79.09,62,35,2.17,scattered clouds
542,Zhongshu,CN,24.5167,103.7667,48.79,81,100,3.74,overcast clouds
543,Usinsk,RU,65.9939,57.5281,15.06,98,88,3.51,overcast clouds
544,Goundam,ML,16.4145,-3.6708,78.78,20,68,10.07,broken clouds
545,Velykoploske,UA,47.0125,29.6717,47.53,72,100,6.49,overcast clouds
546,Trelew,AR,-43.249,-65.3051,52.41,72,7,11.39,clear sky
547,Helena,US,46.5927,-112.0361,33.42,52,1,3.0,clear sky
548,Eirunepe,BR,-6.6603,-69.8736,73.58,96,99,2.24,overcast clouds
549,Hendek,TR,40.7994,30.7481,48.52,59,62,2.73,broken clouds
550,Port Lincoln,AU,-34.7333,135.8667,62.28,62,100,13.11,light rain
551,Alausi,EC,-2.2,-78.8333,50.86,91,99,0.22,overcast clouds
552,Cabra,ES,37.4725,-4.4421,51.39,81,1,3.87,clear sky
553,Ylivieska,FI,64.0833,24.55,32.32,81,50,3.78,scattered clouds
554,Ambilobe,MG,-13.2,49.05,77.65,75,21,2.89,few clouds
555,Zyryanka,RU,65.75,150.85,-2.38,91,7,10.54,clear sky
556,Taikang,CN,46.8333,124.4167,24.91,94,100,20.65,light snow
557,Lanzhou,CN,36.0564,103.7922,33.08,35,0,1.28,clear sky
558,Walvis Bay,NA,-22.9575,14.5053,55.09,82,0,5.75,clear sky
559,Dingle,PH,10.9995,122.6711,85.23,76,94,14.99,overcast clouds
560,Barcelona,ES,41.3888,2.159,57.54,75,20,8.01,few clouds
561,Katangli,RU,51.7102,143.2326,37.11,70,100,15.88,overcast clouds
562,Zhanakorgan,KZ,43.9098,67.2495,36.82,27,0,4.76,clear sky
563,Kalabagh,PK,32.965,71.557,72.68,31,0,2.86,clear sky
564,Daru,PG,-9.0763,143.2092,86.05,69,27,9.33,scattered clouds
565,Gloucester,GB,51.8657,-2.2431,55.51,88,63,15.01,broken clouds
566,Haines Junction,CA,60.7522,-137.5108,20.16,64,22,2.08,few clouds
567,San Juan,AR,-31.5375,-68.5364,75.58,44,16,14.79,few clouds
568,Newton Stewart,GB,54.9578,-4.4832,51.75,98,100,12.46,overcast clouds
569,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,81,99,15.93,overcast clouds
570,Praia,CV,14.9215,-23.5087,75.74,78,75,10.36,broken clouds
571,Ndioum,SN,16.5129,-14.6471,81.09,19,100,10.69,overcast clouds
572,Putyatino,RU,54.16,41.1169,37.92,78,73,11.41,broken clouds
573,Zarubino,RU,42.63,131.0922,38.14,43,100,15.32,overcast clouds
574,Zaterechnyy,RU,44.7931,45.2097,48.69,89,22,7.58,few clouds
575,Riviere-Au-Renard,CA,48.9957,-64.3971,41.0,79,99,4.18,overcast clouds
576,Belmonte,BR,-15.8631,-38.8828,77.5,88,90,3.44,overcast clouds
577,Kearney,US,40.6995,-99.0815,47.44,66,1,5.99,clear sky
578,Dungarvan,IE,52.0881,-7.6253,57.65,100,100,5.01,overcast clouds
579,Arlit,NE,18.7369,7.3853,78.85,13,53,7.87,broken clouds
580,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.26,97,98,0.85,overcast clouds
581,Esperance,AU,-33.8667,121.9,62.44,61,100,21.92,overcast clouds
582,Abu Dhabi,AE,24.4667,54.3667,73.42,64,0,1.14,clear sky
583,Houston,US,29.7633,-95.3633,66.09,82,75,3.0,broken clouds
584,Carbonia,IT,39.1672,8.5222,59.65,89,74,7.49,broken clouds
585,Peto,MX,20.1333,-88.9167,65.37,76,11,2.51,few clouds
586,Baherden,TM,38.4362,57.4316,45.25,45,0,6.24,clear sky
587,Paamiut,GL,61.994,-49.6678,14.32,74,61,11.48,broken clouds
588,Guarapari,BR,-20.6667,-40.4975,73.29,91,100,0.94,overcast clouds
589,Husavik,IS,66.0449,-17.3389,35.51,82,88,11.48,overcast clouds
590,Novosergiyevka,RU,52.0934,53.6528,41.14,94,100,16.28,light rain
591,Coquimbo,CL,-29.9533,-71.3436,56.93,88,90,2.3,overcast clouds
592,Spornoye,RU,50.8448,37.2913,39.22,73,100,12.64,overcast clouds
593,Kourou,GF,5.1552,-52.6478,81.1,91,77,6.82,broken clouds
594,Riyadh,SA,24.6877,46.7219,60.94,30,2,5.14,clear sky
595,Krasnogorskoye,RU,52.2953,86.1979,24.73,89,93,2.8,overcast clouds
596,Ambovombe,MG,-25.1667,46.0833,75.78,67,30,3.09,scattered clouds
597,Vao,NC,-22.6667,167.4833,74.12,72,40,8.93,scattered clouds
598,Portland,US,45.5234,-122.6762,54.97,59,75,1.01,broken clouds
599,Pokrovsk,UA,48.282,37.1758,44.89,85,100,6.55,overcast clouds
600,Semey,KZ,50.4111,80.2275,23.22,80,0,8.95,clear sky
601,Baghdad,IQ,33.3406,44.4009,49.91,43,0,6.91,clear sky
602,Livingstone,ZM,-17.8419,25.8543,78.39,31,89,2.62,overcast clouds
603,Nampula,MZ,-15.1165,39.2666,71.55,83,0,10.36,clear sky
604,Ust-Kuyga,RU,70.0167,135.6,-3.03,89,88,10.4,overcast clouds
605,Punta Gorda,US,26.9298,-82.0454,65.98,71,1,6.91,clear sky
606,Christchurch,NZ,-43.5333,172.6333,62.94,81,90,5.99,overcast clouds
607,Kieta,PG,-6.2167,155.6333,84.97,68,20,4.59,few clouds
608,Soyaniquilpan,MX,19.9833,-99.5,50.34,82,100,1.48,overcast clouds
609,Kawalu,ID,-7.3817,108.2082,87.4,60,90,3.0,overcast clouds
610,Klichka,RU,50.4457,117.996,26.67,53,1,5.48,clear sky
611,Saint-Paul,RE,-21.0096,55.2707,75.29,93,6,1.01,clear sky
612,Tongchuan,CN,35.0806,109.0897,44.38,21,0,8.48,clear sky
613,Magdalena,PH,14.1999,121.429,88.43,69,99,11.59,overcast clouds
614,Kyra,RU,49.5776,111.9753,37.06,37,48,10.45,scattered clouds
615,Prainha,BR,-1.8,-53.48,74.21,93,76,2.98,broken clouds
616,Adrar,MR,20.5022,-10.0711,65.37,20,36,11.43,scattered clouds
617,Buala,SB,-8.145,159.5921,86.67,66,14,10.13,few clouds
618,Kibre Mengist,ET,5.8833,38.9833,57.72,97,97,0.96,light rain
619,Lamar,US,33.6668,-95.5836,60.53,75,1,9.22,clear sky
620,Iracoubo,GF,5.4802,-53.2011,77.7,87,47,8.52,scattered clouds
621,Sinnamary,GF,5.3833,-52.95,77.92,87,67,8.81,broken clouds
622,Ixcatepec,MX,21.2,-97.95,65.93,88,17,4.09,few clouds
623,Dayong,CN,25.0209,118.2898,64.08,43,13,3.18,few clouds
624,Krutaya Gorka,RU,55.3649,73.2231,20.88,90,58,8.63,broken clouds
625,Uthal,PK,25.8072,66.6219,79.77,19,6,5.5,clear sky
626,Pimenta Bueno,BR,-11.6725,-61.1936,73.53,94,97,0.65,overcast clouds
627,Safford,US,32.834,-109.7076,70.11,27,1,4.61,clear sky
628,Marzuq,YE,14.4,46.4667,62.92,55,8,2.44,clear sky
629,Kalmunai,LK,7.4167,81.8167,75.99,91,99,11.59,overcast clouds
630,Virginia Beach,US,36.8529,-75.978,58.01,74,1,4.61,clear sky
631,Sereflikochisar,TR,38.9393,33.5386,55.72,48,87,4.16,overcast clouds
632,Fortuna,US,40.5982,-124.1573,55.85,62,90,15.01,moderate rain
633,Valladolid,ES,41.5833,-4.6667,52.88,82,61,7.81,broken clouds
634,Omis,HR,43.4447,16.6886,61.77,89,64,7.9,light rain
635,Garceni,RO,46.7667,27.2833,43.32,82,100,3.89,light rain
636,Lima,PE,-12.0432,-77.0282,64.9,82,90,9.22,overcast clouds
637,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.81,76,2,2.21,clear sky
638,Emerald,AU,-23.5333,148.1667,86.14,62,40,5.75,scattered clouds
639,Acarau,BR,-2.8856,-40.12,79.03,79,72,10.87,broken clouds
640,Peleduy,RU,59.6289,112.7406,30.65,94,100,14.74,light snow
641,Ghanzi,BW,-21.5667,21.7833,64.78,21,99,14.72,overcast clouds
642,Baikunthpur,IN,23.25,82.55,67.89,45,6,2.71,clear sky
643,Cabo San Lucas,MX,22.8909,-109.9124,81.52,64,100,8.08,overcast clouds
644,Owo,NG,7.1962,5.5868,71.74,98,100,2.64,overcast clouds
645,Kurchum,KZ,48.5722,83.6542,25.0,63,20,0.89,few clouds
646,Esqueda,MX,30.7167,-109.5833,60.73,33,100,3.87,overcast clouds
647,Black Forest,US,39.0131,-104.7008,46.96,59,20,4.0,few clouds
648,Galesong,ID,-5.3166,119.3661,86.02,71,99,3.24,overcast clouds
649,Finschhafen,PG,-6.6024,147.8681,86.61,63,8,9.1,clear sky
650,Brandenburg,DE,52.4167,12.55,48.9,92,100,4.5,overcast clouds
651,Mweka,CD,-4.85,21.5667,68.7,88,58,1.36,broken clouds
652,The Valley,AI,18.217,-63.0578,80.1,71,10,8.72,clear sky
653,Hede,CN,33.7681,120.2517,48.58,37,0,15.21,clear sky
654,Baie-Comeau,CA,49.2168,-68.1489,45.1,93,75,5.75,broken clouds
655,Gazli,UZ,40.1333,63.45,38.89,59,48,3.47,scattered clouds
656,Gamba,GA,-2.65,10.0,75.83,91,100,3.13,moderate rain
657,Gondanglegi,ID,-7.7479,112.0132,89.83,54,83,5.61,broken clouds
658,Cayenne,GF,4.9333,-52.3333,81.09,83,20,5.01,few clouds
659,Kupang,ID,-10.1667,123.5833,86.58,74,40,6.91,scattered clouds
660,Aberdeen,GB,57.1437,-2.0981,56.5,95,20,4.61,few clouds
661,Wanxian,CN,30.8039,108.3897,53.24,66,100,1.48,overcast clouds
662,Narok,KE,-1.0783,35.8601,55.15,76,92,4.61,overcast clouds
663,Buenaventura,CO,3.8801,-77.0312,74.71,95,100,1.01,overcast clouds
664,Shimoda,JP,34.6667,138.95,70.16,90,96,18.43,overcast clouds
665,Sampit,ID,-2.5333,112.95,90.25,57,86,1.19,overcast clouds
666,Cayhagan,PH,9.6697,122.4256,82.89,77,100,11.25,overcast clouds
667,Jalingo,NG,8.8833,11.3667,75.43,83,42,2.44,light rain
668,Carutapera,BR,-1.195,-46.02,77.86,88,65,7.23,broken clouds
669,Padang,ID,-0.9492,100.3543,83.25,71,97,6.04,overcast clouds
670,Nishihara,JP,26.1842,127.7558,69.08,68,90,12.66,overcast clouds
671,Wanning,CN,18.8003,110.3967,71.31,72,97,15.26,overcast clouds
672,Verkhoyansk,RU,67.5447,133.385,-6.09,94,80,3.11,broken clouds
673,Mayo,US,38.8876,-76.5119,56.12,81,1,1.01,clear sky
674,Erenhot,CN,43.6475,111.9767,26.89,74,100,14.23,overcast clouds
675,Korfovskiy,RU,48.2183,135.0564,31.46,85,100,8.93,snow
676,Margate,GB,51.3813,1.3862,54.88,93,100,1.01,overcast clouds
677,Desbiens,CA,48.4178,-71.9495,50.65,82,100,15.82,overcast clouds
678,Nevers,FR,46.9167,3.3333,32.59,95,6,3.38,clear sky
679,Yarmouth,US,41.7057,-70.2286,53.1,87,1,0.0,clear sky
680,Turan,VN,16.0678,108.2208,73.38,83,75,6.91,broken clouds
681,Isiro,CD,2.7739,27.616,65.59,99,96,1.52,overcast clouds
682,La Ronge,CA,55.1001,-105.2842,30.42,80,1,5.75,clear sky
683,Trenggalek,ID,-8.05,111.7167,88.3,60,71,3.49,broken clouds
684,Senanga,ZM,-16.1167,23.2667,75.27,46,65,4.79,broken clouds
685,Washington,US,47.5001,-120.5015,41.49,76,100,1.5,overcast clouds
