City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Mount Pleasant,US,2021-11-08 18:03:10,32.7941,-79.8626,69.31,39,1,1.01
383,Chapais,CA,2021-11-08 18:03:10,49.7834,-74.8492,46.87,79,100,9.42
384,Sistranda,NO,2021-11-08 18:03:11,63.7256,8.834,35.56,67,91,11.36
385,Naze,JP,2021-11-08 18:03:11,28.3667,129.4833,62.35,77,99,19.37
386,Nanortalik,GL,2021-11-08 18:03:12,60.1432,-45.2371,26.67,78,49,15.52
387,Kaitong,CN,2021-11-08 18:03:12,44.8135,123.15,22.41,94,100,26.31
388,Shaunavon,CA,2021-11-08 18:03:12,49.6501,-108.4181,40.96,35,57,22.35
389,Kuzhithurai,IN,2021-11-08 18:03:13,8.3167,77.1833,76.68,83,100,5.28
390,San Juan,AR,2021-11-08 18:00:43,-31.5375,-68.5364,86.63,21,0,6.87
391,Zheleznogorsk,RU,2021-11-08 18:03:13,52.331,35.3711,43.39,77,99,16.11
392,Yumen,CN,2021-11-08 18:03:14,40.2833,97.2,16.11,57,2,6.38
393,Voyvozh,RU,2021-11-08 18:03:14,62.892,54.9635,25.52,93,99,5.55
394,Chifeng,CN,2021-11-08 18:03:15,42.2683,118.9636,26.19,59,99,29.28
395,Masvingo,ZW,2021-11-08 18:03:15,-20.0637,30.8277,81.77,19,20,6.55
396,Krasnoselkup,RU,2021-11-08 18:03:16,65.7,82.4667,7.45,93,95,7.07
397,Kaoma,ZM,2021-11-08 18:03:16,-14.7833,24.8,82.94,19,82,5.3
398,Channel-Port Aux Basques,CA,2021-11-08 18:00:59,47.5702,-59.1367,48.15,76,20,9.8
399,Solnechnyy,RU,2021-11-08 18:03:17,50.7214,136.6319,23.97,60,96,4.0
400,Gaya,IN,2021-11-08 18:01:38,24.7833,85.0,66.54,61,78,3.91
401,Erzin,TR,2021-11-08 18:03:17,36.9559,36.2,57.72,33,2,5.73
402,Havre-Saint-Pierre,CA,2021-11-08 18:03:18,50.2334,-63.5986,47.44,82,98,16.42
403,Kirovskiy,RU,2021-11-08 18:03:18,45.0917,133.5136,51.87,80,100,16.08
404,Mugur-Aksy,RU,2021-11-08 18:03:18,50.35,90.5,9.5,57,0,5.93
405,Chumikan,RU,2021-11-08 18:03:19,54.7183,135.315,14.09,81,46,9.66
406,Bambamarca,PE,2021-11-08 18:03:19,-6.6833,-78.5333,65.97,79,95,6.06
407,Maha Sarakham,TH,2021-11-08 18:03:20,16.3333,103.6667,72.18,73,40,12.97
408,Roebourne,AU,2021-11-08 18:03:20,-20.7833,117.1333,71.6,52,29,18.37
409,Carballo,ES,2021-11-08 18:03:21,43.213,-8.691,62.01,93,81,6.46
410,Vila Franca Do Campo,PT,2021-11-08 18:03:21,37.7167,-25.4333,70.21,81,57,14.85
411,Burnie,AU,2021-11-08 18:03:21,-41.0667,145.9167,48.43,78,12,4.16
412,Port Lincoln,AU,2021-11-08 18:03:22,-34.7333,135.8667,54.25,75,58,4.65
413,Vostok,RU,2021-11-08 17:58:36,46.4856,135.8833,39.99,81,100,9.66
414,Kargopol,RU,2021-11-08 18:03:22,61.5071,38.9456,27.37,75,99,10.87
415,Sur,OM,2021-11-08 18:03:23,22.5667,59.5289,77.41,55,0,4.32
416,Elban,RU,2021-11-08 18:03:23,50.1018,136.5094,29.1,43,98,10.16
417,Saldanha,ZA,2021-11-08 18:03:24,-33.0117,17.9442,60.84,74,0,13.13
418,Constitucion,CL,2021-11-08 18:03:24,-35.3333,-72.4167,66.34,64,65,17.98
419,Dauriya,RU,2021-11-08 18:03:25,49.9333,116.8667,19.29,77,14,6.02
420,Pedasi,PA,2021-11-08 18:03:25,7.5333,-80.0333,77.47,85,100,8.23
421,Ossora,RU,2021-11-08 18:03:26,59.2353,163.0719,11.43,82,44,6.53
422,Waslala,NI,2021-11-08 18:03:26,13.2333,-85.3833,80.35,64,69,7.27
423,Upernavik,GL,2021-11-08 18:03:27,72.7868,-56.1549,6.6,70,0,5.48
424,Floro,NO,2021-11-08 18:03:27,61.5996,5.0328,48.96,71,75,16.11
425,Yanam,IN,2021-11-08 18:03:28,16.7333,82.2167,73.53,72,38,4.83
426,Neyvo-Rudyanka,RU,2021-11-08 18:03:28,57.3444,60.1343,33.64,82,100,10.16
427,Mananjary,MG,2021-11-08 18:03:29,-21.2167,48.3333,73.83,88,29,7.67
428,Anshun,CN,2021-11-08 18:03:29,26.25,105.9333,43.29,68,100,7.2
429,Yeppoon,AU,2021-11-08 18:03:30,-23.1333,150.7333,69.58,95,93,5.99
430,Vanino,RU,2021-11-08 18:03:30,49.0869,140.2543,31.03,65,99,2.48
431,Labuhan,ID,2021-11-08 18:03:30,-6.8844,112.2051,82.06,77,100,5.06
432,Deputatskiy,RU,2021-11-08 18:03:31,69.3,139.9,-8.81,87,100,2.62
433,Malanje,AO,2021-11-08 18:03:31,-9.5402,16.341,69.66,80,78,2.44
434,Neuquen,AR,2021-11-08 18:03:32,-38.9516,-68.0591,84.09,26,0,6.91
435,Wamba,NG,2021-11-08 18:03:32,8.9333,8.6,81.46,56,34,1.9
436,Bosaso,SO,2021-11-08 18:03:33,11.2842,49.1816,79.02,61,39,4.7
437,Kalmunai,LK,2021-11-08 18:03:33,7.4167,81.8167,74.57,94,100,11.86
438,Talnakh,RU,2021-11-08 18:03:33,69.4865,88.3972,0.41,99,99,2.1
439,Anadyr,RU,2021-11-08 18:01:10,64.75,177.4833,10.09,96,100,2.95
440,Limoeiro Do Norte,BR,2021-11-08 18:03:34,-5.1456,-38.0981,101.35,22,35,7.72
441,Sarangani,PH,2021-11-08 18:03:34,5.4033,125.4636,80.46,85,100,19.82
442,Jacksonville,US,2021-11-08 18:00:16,30.3322,-81.6556,71.04,44,1,3.0
443,Krasnoarmeysk,RU,2021-11-08 18:03:35,51.0239,45.6969,46.08,65,85,17.11
444,Khash,IR,2021-11-08 18:03:35,28.2211,61.2158,54.52,38,0,4.21
445,Krasnovishersk,RU,2021-11-08 18:03:36,60.4078,57.082,32.63,98,100,7.78
446,Ibra,OM,2021-11-08 18:03:36,22.6906,58.5334,72.3,44,18,1.68
447,Coquimbo,CL,2021-11-08 18:03:37,-29.9533,-71.3436,62.33,72,75,13.8
448,Gamba,GA,2021-11-08 18:03:37,-2.65,10.0,76.82,87,100,2.53
449,Santiago Del Estero,AR,2021-11-08 18:03:37,-27.7951,-64.2615,81.81,45,71,6.6
450,Nabire,ID,2021-11-08 18:03:38,-3.3667,135.4833,76.66,91,93,2.75
451,Baruun-Urt,MN,2021-11-08 18:03:38,46.6806,113.2792,21.67,66,89,6.69
452,Tilichiki,RU,2021-11-08 18:03:39,60.4667,166.1,22.62,96,100,4.5
453,Port Macquarie,AU,2021-11-08 18:03:39,-31.4333,152.9167,62.56,92,94,5.97
454,Mitsamiouli,KM,2021-11-08 18:03:40,-11.3847,43.2844,80.71,77,17,8.79
455,Plattsburgh,US,2021-11-08 18:03:40,44.6995,-73.4529,60.37,60,1,1.99
456,The Valley,AI,2021-11-08 18:03:40,18.217,-63.0578,85.82,68,31,11.12
457,Montepuez,MZ,2021-11-08 18:03:41,-13.1256,38.9997,78.94,50,13,11.32
458,Henties Bay,NA,2021-11-08 18:03:41,-22.116,14.2845,59.86,79,0,16.4
459,Moerai,PF,2021-11-08 18:03:42,-22.4333,-151.3333,73.44,70,60,19.04
460,Pinhao,BR,2021-11-08 18:03:13,-25.6956,-51.6597,69.6,90,64,6.62
461,Margate,GB,2021-11-08 18:03:42,51.3813,1.3862,52.03,89,32,8.21
462,Tsevie,TG,2021-11-08 18:03:43,6.4261,1.2133,80.69,75,69,8.41
463,Yushala,RU,2021-11-08 18:03:43,57.0761,64.2601,31.75,85,95,8.46
464,Carutapera,BR,2021-11-08 18:03:44,-1.195,-46.02,86.61,63,23,10.13
465,Petropavlovsk-Kamchatskiy,RU,2021-11-08 18:03:44,53.0452,158.6483,28.38,71,10,18.86
466,Trat,TH,2021-11-08 18:03:45,12.5,102.5,83.98,93,100,7.25
467,Arlit,NE,2021-11-08 18:03:45,18.7369,7.3853,85.35,11,3,5.08
468,Pontianak,ID,2021-11-08 18:03:46,-0.0333,109.3333,76.98,94,75,3.44
469,Rosetta,EG,2021-11-08 18:03:46,31.4044,30.4164,72.9,77,35,11.9
470,Sauda,NO,2021-11-08 18:03:46,59.6506,6.3542,49.68,92,100,3.42
471,Mahon,ES,2021-11-08 18:03:47,39.8885,4.2658,57.76,72,75,21.85
472,Cleveland,US,2021-11-08 18:00:02,41.4995,-81.6954,69.6,42,1,1.99
473,Shigony,RU,2021-11-08 18:03:48,53.3875,48.6777,44.78,77,100,17.76
474,Baker City,US,2021-11-08 18:03:48,44.7749,-117.8344,42.58,59,1,12.66
475,Carbonia,IT,2021-11-08 18:03:49,39.1672,8.5222,60.01,84,75,3.96
476,Port Hedland,AU,2021-11-08 18:03:49,-20.3167,118.5667,73.45,78,51,14.97
477,Riyadh,SA,2021-11-08 18:03:49,24.6877,46.7219,69.94,23,0,9.31
478,Puerto Baquerizo Moreno,EC,2021-11-08 18:03:50,-0.9,-89.6,76.19,65,20,17.27
479,Medvedok,RU,2021-11-08 18:03:50,57.3891,50.0351,40.66,97,100,13.56
480,Cockburn Town,TC,2021-11-08 18:03:50,21.4612,-71.1419,82.13,69,33,6.11
481,Ankazobe,MG,2021-11-08 18:03:51,-18.3167,47.1167,68.41,63,62,13.18
482,Fenoarivo,MG,2021-11-08 18:03:51,-18.933,47.4354,68.07,77,20,12.66
483,Santa Cruz,BO,2021-11-08 18:03:52,-17.8,-63.1667,87.85,45,40,3.44
484,Cap-Aux-Meules,CA,2021-11-08 18:03:02,47.3821,-61.8597,46.76,85,27,13.33
485,Misratah,LY,2021-11-08 18:03:52,32.3754,15.0925,75.27,62,85,15.19
486,Kita,ML,2021-11-08 18:02:10,13.0349,-9.4895,90.0,31,33,3.94
487,Abu Dhabi,AE,2021-11-08 17:58:53,24.4667,54.3667,80.71,47,0,10.36
488,La Romana,DO,2021-11-08 18:03:53,18.4273,-68.9728,88.16,66,40,11.5
489,Whitehorse,CA,2021-11-08 18:03:54,60.7161,-135.0538,14.94,89,72,1.54
490,Karasburg,NA,2021-11-08 18:03:54,-28.0167,18.75,64.31,31,6,16.69
491,Tangwani,PK,2021-11-08 18:03:55,28.2787,68.9972,69.73,19,0,5.3
492,Saint-Georges,GD,2021-11-08 18:00:45,12.0564,-61.7485,83.35,65,14,12.17
493,Zychlin,PL,2021-11-08 18:02:12,52.244,19.6261,48.22,88,100,9.48
494,Havelock,US,2021-11-08 17:59:41,34.8791,-76.9013,67.98,45,29,8.01
495,Lasa,IT,2021-11-08 18:03:56,46.6166,10.7002,38.03,80,12,3.49
496,Zhezkazgan,KZ,2021-11-08 18:03:56,47.8043,67.7144,35.1,55,72,6.67
497,Botwood,CA,2021-11-08 18:03:57,49.1499,-55.3482,51.31,60,76,7.34
498,Bayreuth,DE,2021-11-08 18:03:57,49.9481,11.5783,43.54,93,92,1.01
499,Vanavara,RU,2021-11-08 18:03:57,60.34,102.2797,27.84,82,100,15.3
500,Pacific Grove,US,2021-11-08 18:03:16,36.6177,-121.9166,62.71,55,1,1.01
501,Mikuni,JP,2021-11-08 18:03:58,36.2171,136.1519,64.13,75,94,11.03
502,Dwarka,IN,2021-11-08 18:03:58,22.2394,68.9678,81.91,48,65,11.65
503,Sitka,US,2021-11-08 17:59:55,57.0531,-135.33,38.26,89,77,3.2
504,Rodrigues Alves,BR,2021-11-08 18:03:59,-7.738,-72.6509,92.64,42,97,2.28
505,Conway,US,2021-11-08 17:59:23,35.0887,-92.4421,69.1,60,1,10.36
506,Sucre,BO,2021-11-08 18:04:00,-19.0333,-65.2627,68.45,42,97,11.63
507,Tura,IN,2021-11-08 18:04:00,25.5198,90.2201,63.01,73,90,3.89
508,Gimli,CA,2021-11-08 18:04:01,50.6336,-96.9907,45.43,44,0,12.71
509,Mayo,US,2021-11-08 18:04:01,38.8876,-76.5119,70.36,47,1,5.01
510,Kununurra,AU,2021-11-08 18:04:02,-15.7667,128.7333,78.78,94,44,5.75
511,Rocha,UY,2021-11-08 18:04:02,-34.4833,-54.3333,68.95,57,3,11.79
512,Boa Vista,BR,2021-11-08 18:04:03,2.8197,-60.6733,91.38,46,40,16.11
513,Axim,GH,2021-11-08 18:04:03,4.8699,-2.2405,80.37,81,81,9.24
514,Gravdal,NO,2021-11-08 18:04:04,68.1214,13.5031,31.89,80,40,0.0
515,La Ronge,CA,2021-11-08 18:04:04,55.1001,-105.2842,37.18,51,4,5.53
516,Prykolotne,UA,2021-11-08 18:04:05,50.1604,37.3474,46.4,73,100,12.06
517,Asyut,EG,2021-11-08 18:04:05,27.181,31.1837,77.58,22,0,6.35
518,Itacare,BR,2021-11-08 18:04:05,-14.2775,-38.9967,77.2,83,97,8.14
519,Poronaysk,RU,2021-11-08 18:04:06,49.2167,143.1167,30.83,62,100,3.04
520,Zhanaozen,KZ,2021-11-08 18:04:06,43.3,52.8,44.87,70,31,6.62
521,Voi,KE,2021-11-08 18:04:07,-3.3945,38.563,74.8,73,72,10.42
522,Bodmin,GB,2021-11-08 18:01:48,50.4715,-4.7243,55.51,94,40,4.61
523,Manta,EC,2021-11-08 18:00:39,-0.95,-80.7333,76.75,70,95,13.24
524,Ambon,ID,2021-11-08 18:04:08,-3.6954,128.1814,81.28,80,30,2.48
525,Killybegs,IE,2021-11-08 18:04:08,54.6333,-8.45,57.45,96,100,15.9
526,Ailigandi,PA,2021-11-08 18:04:09,9.2333,-78.0167,81.91,78,99,8.7
527,Gizo,SB,2021-11-08 18:04:09,-8.103,156.8419,82.51,72,4,6.93
528,Tazovskiy,RU,2021-11-08 18:04:09,67.4667,78.7,3.42,97,27,8.81
529,Sulecin,PL,2021-11-08 18:04:10,52.4443,15.1168,48.07,90,100,7.67
530,Port Augusta,AU,2021-11-08 18:04:10,-32.5,137.7667,55.54,61,1,7.7
531,Batagay-Alyta,RU,2021-11-08 18:04:11,67.8006,130.4114,-1.08,92,100,1.81
532,Viedma,AR,2021-11-08 18:04:11,-40.8135,-62.9967,73.99,29,95,18.21
533,Tara,RU,2021-11-08 18:04:12,56.8944,74.371,34.34,92,100,8.14
534,Goure,NE,2021-11-08 18:04:12,13.9835,10.2704,91.02,13,17,6.53
535,Karratha,AU,2021-11-08 18:04:12,-20.7377,116.8463,70.23,56,39,18.88
536,Eureka,US,2021-11-08 18:04:13,40.8021,-124.1637,47.57,51,70,5.75
537,Kaeo,NZ,2021-11-08 18:04:13,-35.1,173.7833,57.33,97,7,2.75
538,Poso,ID,2021-11-08 18:04:14,-1.3959,120.7524,77.32,88,100,4.81
539,Izhmorskiy,RU,2021-11-08 18:04:14,56.194,86.6414,27.91,74,92,15.17
540,Sibu,MY,2021-11-08 18:04:15,2.3,111.8167,73.94,98,100,0.45
541,Ati,TD,2021-11-08 18:04:15,13.2154,18.3353,90.05,14,9,7.96
542,Miyako,JP,2021-11-08 18:04:15,39.6367,141.9525,59.29,80,81,16.26
543,Guanay,BO,2021-11-08 18:04:16,-15.4975,-67.8797,86.77,48,96,2.44
544,Loei,TH,2021-11-08 18:04:16,17.4167,101.5,60.15,99,84,3.42
545,Fortuna,US,2021-11-08 18:04:17,40.5982,-124.1573,47.32,87,1,4.61
546,Moree,AU,2021-11-08 18:04:17,-29.4667,149.85,64.42,82,96,5.75
547,Comodoro Rivadavia,AR,2021-11-08 18:04:18,-45.8667,-67.5,58.86,44,0,13.8
548,Picton,AU,2021-11-08 18:04:18,-34.1833,150.6,62.83,92,96,1.41
549,Koumac,NC,2021-11-08 18:04:19,-20.5667,164.2833,72.3,84,75,3.02
550,Jacareacanga,BR,2021-11-08 18:04:19,-6.2222,-57.7528,81.64,83,98,2.68
551,Alice Springs,AU,2021-11-08 18:03:25,-23.7,133.8833,62.15,100,90,5.75
552,Ozinki,RU,2021-11-08 18:04:19,51.1786,49.6769,43.74,74,93,15.32
553,Plettenberg Bay,ZA,2021-11-08 18:04:20,-34.0527,23.3716,57.2,84,100,7.54
554,Kongsberg,NO,2021-11-08 18:04:20,59.6652,9.6465,37.51,95,100,1.01
555,Sokoni,TZ,2021-11-08 18:04:21,-6.4333,39.55,79.7,79,93,11.5
556,Parana,AR,2021-11-08 18:04:21,-31.732,-60.5238,86.58,37,1,2.19
557,Camabatela,AO,2021-11-08 18:04:21,-8.1881,15.375,66.04,93,89,2.44
558,Nikolskoye,RU,2021-11-08 18:04:22,59.7035,30.7861,34.02,70,100,12.46
559,Fare,PF,2021-11-08 18:04:22,-16.7,-151.0167,78.22,77,12,7.45
560,Saint-Pierre,RE,2021-11-08 18:00:05,-21.3393,55.4781,74.88,66,0,17.27
561,Kolosovka,RU,2021-11-08 18:04:23,56.4678,73.611,31.95,94,100,8.93
562,Kapoeta,SS,2021-11-08 18:00:29,4.7717,33.5903,81.07,53,88,5.3
563,Arucas,ES,2021-11-08 18:04:23,28.1198,-15.5233,67.82,62,4,14.14
564,Alugan,PH,2021-11-08 18:04:24,12.2188,125.4808,81.21,84,84,11.59
565,Manitowoc,US,2021-11-08 18:04:24,44.0667,-87.8001,64.38,66,1,1.99
566,Akureyri,IS,2021-11-08 18:04:25,65.6835,-18.0878,37.96,79,35,11.21
567,Magadan,RU,2021-11-08 18:04:25,59.5667,150.8,8.58,74,1,7.07
568,Tual,ID,2021-11-08 18:04:26,-5.6667,132.75,84.52,74,97,8.25
569,Montes Altos,BR,2021-11-08 18:04:26,-5.8333,-47.0667,87.12,57,66,3.11
570,Fojnica,BA,2021-11-08 18:04:27,43.9625,17.8983,41.92,97,100,3.33
571,San Joaquin,US,2021-11-08 18:04:27,37.9333,-121.3011,58.78,70,1,3.44
572,Mutsu,JP,2021-11-08 18:04:28,41.2894,141.2169,60.01,70,91,23.2
573,Muncar,ID,2021-11-08 18:04:28,-8.4333,114.3333,77.36,91,100,3.27
